read_name	qwidth	chr	start	end	strand	gene_id	intron_chr	intron_start	intron_end	intron_strand	intron_fracoverlap	intron_startOverlap	intron_endOverlap
98a805b3-af12-46e5-90e1-2d06d8b989c1	1998	chr10	179993	249730	+	ENSG00000015171	chr10	249262	252347	+	0.033052495139339	FALSE	FALSE
146cc557-1cd6-471f-912b-c8f8d96493ef	1054	chr10	179993	241069	+	ENSG00000015171	chr10	240971	242020	+	0.0942857142857143	FALSE	FALSE
aa390e19-12f3-4be5-98bf-b1e9af117dfa	2030	chr10	179993	249777	+	ENSG00000015171	chr10	249262	252347	+	0.0580038885288399	FALSE	FALSE
2233cc0a-c533-48ad-b7ea-fb096a40cbb9	5006	chr10	237683	254586	+	ENSG00000015171	chr10	237678	239437	+	0.997159090909091	FALSE	FALSE
dcc07290-8ee7-4b0b-9633-265b7be8866c	4732	chr10	238528	254449	+	ENSG00000015171	chr10	239526	240055	+	1	FALSE	FALSE
dcc07290-8ee7-4b0b-9633-265b7be8866c	4732	chr10	238528	254449	+	ENSG00000015171	chr10	237678	239437	+	0.517045454545455	FALSE	FALSE
780d23b3-2360-48cd-b2ad-101a045d2ae8	4002	chr10	239284	254625	+	ENSG00000015171	chr10	239526	240055	+	1	FALSE	FALSE
780d23b3-2360-48cd-b2ad-101a045d2ae8	4002	chr10	239284	254625	+	ENSG00000015171	chr10	237678	239437	+	0.0875	FALSE	FALSE
30f041e2-f2c7-4143-86cd-4744e861798b	3710	chr10	239651	254613	+	ENSG00000015171	chr10	239526	240055	+	0.764150943396226	FALSE	FALSE
89875af6-dc72-4f00-aea7-74842d41f363	3864	chr10	239745	253892	+	ENSG00000015171	chr10	239526	240055	+	0.586792452830189	FALSE	FALSE
89875af6-dc72-4f00-aea7-74842d41f363	3864	chr10	239745	253892	+	ENSG00000015171	chr10	240971	242020	+	1	FALSE	FALSE
51764f21-8ce2-4751-b1d5-05159ea4e599	4378	chr10	240751	254623	+	ENSG00000015171	chr10	240971	242020	+	1	FALSE	FALSE
51764f21-8ce2-4751-b1d5-05159ea4e599	4378	chr10	240751	254623	+	ENSG00000015171	chr10	240112	240892	+	0.181818181818182	FALSE	FALSE
dcea26a9-f3af-4457-9988-c4717b5b753a	2080	chr10	241485	249781	+	ENSG00000015171	chr10	249262	252347	+	0.16850291639663	FALSE	FALSE
dcea26a9-f3af-4457-9988-c4717b5b753a	2080	chr10	241485	249781	+	ENSG00000015171	chr10	240971	242020	+	0.510476190476191	FALSE	FALSE
c1ff7b60-7810-49b6-ab01-dac4e1b43dcf	3748	chr10	245975	254629	+	ENSG00000015171	chr10	244601	246765	+	0.365357967667437	FALSE	FALSE
4aaf4c8e-2ba8-4bd5-995c-caca69693cda	1329	chr10	246907	249787	+	ENSG00000015171	chr10	249262	252347	+	0.170447180816591	FALSE	FALSE
29b82f32-1863-45b4-bcbe-037fe93883dd	702	chr10	249157	249794	+	ENSG00000015171	chr10	249262	252347	+	0.172715489306546	FALSE	FALSE
286ffaa8-5453-451d-92ae-43c19418227f	334	chr10	249502	249779	+	ENSG00000015171	chr10	249262	252347	+	0.0900842514581983	FALSE	FALSE
c0cd6c81-d6f0-48e0-89f4-fae982c64512	157	chr10	249685	249790	+	ENSG00000015171	chr10	249262	252347	+	0.034348671419313	FALSE	FALSE
1db53601-183f-4b1d-bed3-435bcddf47b2	3608	chr10	251021	254580	+	ENSG00000015171	chr10	249262	252347	+	0.4300064808814	FALSE	FALSE
c041df77-0de5-4880-8994-53274c879ee9	3262	chr10	251364	254580	+	ENSG00000015171	chr10	249262	252347	+	0.318859364873623	TRUE	FALSE
5f9b12b5-420d-4ebd-b9c0-da6be141adf7	1509	chr10	276516	300122	-	ENSG00000151240	chr10	286348	288363	-	0.025297619047619	FALSE	FALSE
5f9b12b5-420d-4ebd-b9c0-da6be141adf7	1509	chr10	276516	300122	-	ENSG00000151240	chr10	288422	310030	-	0.00495164052015364	TRUE	FALSE
df6cfebb-9200-4104-bcb9-911e28cd2153	2971	chr10	276537	288014	-	ENSG00000151240	chr10	286348	288363	-	0.826884920634921	FALSE	FALSE
8698ee78-61a6-4c63-9577-e3ece6ee8405	820	chr10	279302	310096	-	ENSG00000151240	chr10	277578	281199	-	0.0993926007730536	FALSE	FALSE
241d678b-78a4-41e9-bdb1-e8adb9f0bdfa	1096	chr10	313897	315037	-	ENSG00000151240	chr10	311567	324638	-	0.0872858017135863	FALSE	FALSE
79ab15ad-38a2-4b9c-b44b-0c845d70ddee	1550	chr10	340565	363296	-	ENSG00000151240	chr10	329602	341198	-	0.0369060964042425	FALSE	FALSE
195628f7-5f0a-4099-a9b4-cf2bc6d67ba2	911	chr10	340623	345345	-	ENSG00000151240	chr10	329602	341198	-	0.0316461153746659	FALSE	FALSE
195628f7-5f0a-4099-a9b4-cf2bc6d67ba2	911	chr10	340623	345345	-	ENSG00000151240	chr10	345111	348640	-	0.0308781869688385	FALSE	FALSE
81b753e0-d2a9-49b7-b7f1-5fea0dacb6bf	2414	chr10	348640	348809	-	ENSG00000151240	chr10	348763	349330	-	0.0827464788732394	FALSE	FALSE
e558b216-bd75-4fad-aeab-bfe1e92dcba8	4251	chr10	809499	813774	-	ENSG00000107929	chr10	813214	814441	-	0.456840390879479	FALSE	FALSE
91e8f7c7-e0f8-4dd7-a12a-7f12f7dcbfd5	9972	chr10	809537	824157	-	ENSG00000107929	chr10	817890	820799	-	1	FALSE	FALSE
91e8f7c7-e0f8-4dd7-a12a-7f12f7dcbfd5	9972	chr10	809537	824157	-	ENSG00000107929	chr10	820846	825064	-	0.785020146954255	FALSE	FALSE
ac2c8221-1be6-4b28-a017-19d0606bef90	4616	chr10	809542	814399	-	ENSG00000107929	chr10	813214	814441	-	0.965798045602606	FALSE	FALSE
6097143b-c9f5-449e-905b-ede70c2936af	6517	chr10	809542	823230	-	ENSG00000107929	chr10	813214	814441	-	0.0350162866449511	FALSE	FALSE
6097143b-c9f5-449e-905b-ede70c2936af	6517	chr10	809542	823230	-	ENSG00000107929	chr10	820846	825064	-	0.565299834083906	FALSE	FALSE
731edbd5-5c26-4064-8300-3057446d2bc0	4898	chr10	809544	814614	-	ENSG00000107929	chr10	813214	814441	-	1	FALSE	FALSE
398f90c9-f332-4b36-80af-21ef43d4316a	4290	chr10	809545	818168	-	ENSG00000107929	chr10	817890	820799	-	0.0958762886597938	FALSE	FALSE
14933557-bfdf-4678-a0f1-18edf7eff3d9	4740	chr10	809545	814302	-	ENSG00000107929	chr10	813214	814441	-	0.886807817589576	FALSE	FALSE
eb2748cd-070e-458e-8878-9209c0f544be	6706	chr10	809547	820659	-	ENSG00000107929	chr10	817890	820799	-	0.951890034364261	FALSE	FALSE
3b09eaed-c7aa-485b-bb99-89f22d5ea381	9308	chr10	809552	823288	-	ENSG00000107929	chr10	817890	820799	-	1	FALSE	FALSE
3b09eaed-c7aa-485b-bb99-89f22d5ea381	9308	chr10	809552	823288	-	ENSG00000107929	chr10	820846	825064	-	0.284664612467409	FALSE	FALSE
8dcb528e-4a5f-4e81-ad98-d5dc9e5e626e	3845	chr10	809564	813389	-	ENSG00000107929	chr10	813214	814441	-	0.143322475570033	FALSE	FALSE
a07e4ca8-f7d7-47cc-b2a6-2f0bfcd73410	12685	chr10	809602	931721	-	ENSG00000107929	chr10	817890	820799	-	1	FALSE	FALSE
a07e4ca8-f7d7-47cc-b2a6-2f0bfcd73410	12685	chr10	809602	931721	-	ENSG00000107929	chr10	820846	825064	-	1	FALSE	FALSE
b320e27c-b183-470b-8ac0-b07165d13296	5841	chr10	809716	843776	-	ENSG00000107929	chr10	843069	844976	-	0.371069182389937	FALSE	FALSE
f123202b-e345-4040-a935-6844745eed9c	4371	chr10	809721	821253	-	ENSG00000107929	chr10	820846	825064	-	0.0967053804219009	FALSE	FALSE
a884b1b5-141a-492d-965c-5aac6d5bb44c	9657	chr10	809983	931692	-	ENSG00000107929	chr10	820846	825064	-	1	FALSE	FALSE
687d995e-3590-4f69-b207-b64050725e7f	6527	chr10	810789	824567	-	ENSG00000107929	chr10	820846	825064	-	0.882199573358616	FALSE	FALSE
411fc7eb-d548-477d-aff7-5c80d0b7cf23	3375	chr10	811208	821788	-	ENSG00000107929	chr10	820846	825064	-	0.223512680730031	FALSE	FALSE
d9307d1b-f65d-4a5f-b01a-d4babe07129f	2405	chr10	811226	817809	-	ENSG00000107929	chr10	814851	814945	-	0.105263157894737	FALSE	FALSE
f9fdd7cd-03e1-4b2b-b1ab-a5708154fd79	2011	chr10	811259	813236	-	ENSG00000107929	chr10	813214	814441	-	0.0187296416938111	FALSE	FALSE
049c1aba-9fe9-4667-93e6-a99d9b0d27e2	9064	chr10	811769	822639	-	ENSG00000107929	chr10	817890	820799	-	1	FALSE	FALSE
049c1aba-9fe9-4667-93e6-a99d9b0d27e2	9064	chr10	811769	822639	-	ENSG00000107929	chr10	820846	825064	-	0.425219246266888	FALSE	FALSE
049c1aba-9fe9-4667-93e6-a99d9b0d27e2	9064	chr10	811769	822639	-	ENSG00000107929	chr10	815716	817724	-	1	FALSE	FALSE
5c90e23a-c909-4862-8c98-2d33d60776a4	2063	chr10	811788	813972	-	ENSG00000107929	chr10	813214	814441	-	0.618078175895766	FALSE	FALSE
62ec5cd9-e7c0-4006-85fc-44e020341aeb	2650	chr10	811793	865270	-	ENSG00000107929	chr10	864271	870008	-	0.0243987452073893	FALSE	FALSE
aeeac82b-19da-48a2-925f-e99f3e8e8132	1632	chr10	811795	814848	-	ENSG00000107929	chr10	813214	814441	-	0.0350162866449511	FALSE	FALSE
319aefb6-eb3f-4f91-970e-ce4466ff9b7b	6495	chr10	811798	821170	-	ENSG00000107929	chr10	813214	814441	-	1	FALSE	FALSE
319aefb6-eb3f-4f91-970e-ce4466ff9b7b	6495	chr10	811798	821170	-	ENSG00000107929	chr10	817890	820799	-	0.487800687285223	FALSE	FALSE
319aefb6-eb3f-4f91-970e-ce4466ff9b7b	6495	chr10	811798	821170	-	ENSG00000107929	chr10	820846	825064	-	0.0770324721497985	FALSE	FALSE
62ebea30-5ce0-4f49-80bf-99f30b69ddc3	2637	chr10	811811	825871	-	ENSG00000107929	chr10	813214	814441	-	0.0350162866449511	FALSE	FALSE
3170f7d5-dc22-4879-9aba-eeeaafb4f9e2	5396	chr10	811812	821400	-	ENSG00000107929	chr10	817890	820799	-	1	FALSE	FALSE
3170f7d5-dc22-4879-9aba-eeeaafb4f9e2	5396	chr10	811812	821400	-	ENSG00000107929	chr10	820846	825064	-	0.131547760132733	FALSE	FALSE
3ff758c6-3b66-4def-a97a-b71f7e20d2e7	4568	chr10	811893	820845	-	ENSG00000107929	chr10	817890	820799	-	1	FALSE	FALSE
1e0c7446-0c6f-4726-bb93-ea349747d5d4	4229	chr10	812015	819155	-	ENSG00000107929	chr10	813214	814441	-	0.429153094462541	FALSE	FALSE
1e0c7446-0c6f-4726-bb93-ea349747d5d4	4229	chr10	812015	819155	-	ENSG00000107929	chr10	817890	820799	-	0.435051546391753	FALSE	FALSE
650af926-84b1-4fdc-a358-c7f963181855	4252	chr10	812160	821105	-	ENSG00000107929	chr10	820846	825064	-	0.0616259777198388	FALSE	FALSE
650af926-84b1-4fdc-a358-c7f963181855	4252	chr10	812160	821105	-	ENSG00000107929	chr10	815716	817724	-	1	FALSE	FALSE
0ec9ee07-b69a-4e2e-8956-6ed14267c16e	924	chr10	844969	931560	-	ENSG00000107929	chr10	843069	844976	-	0.00419287211740042	FALSE	FALSE
75a3b7af-f32a-41c7-ac08-edebb723d53a	711	chr10	868994	931692	-	ENSG00000107929	chr10	864271	870008	-	0.0207389334262809	FALSE	FALSE
2df461fc-816c-436d-9408-c206f25759cf	1286	chr10	907524	908821	-	ENSG00000107929	chr10	903516	924382	-	0.0299515982172809	FALSE	FALSE
3d0c14f4-e6de-41c0-a608-09dea90998cc	596	chr10	907554	908072	-	ENSG00000107929	chr10	903516	924382	-	0.02487180715963	FALSE	FALSE
36016e31-ee9b-401d-be51-d93e180e0d03	1540	chr10	907559	908962	-	ENSG00000107929	chr10	903516	924382	-	0.0672832702352998	FALSE	FALSE
d79179c2-cfde-42ba-8dfb-e3907ea2a7b1	823	chr10	907559	908367	-	ENSG00000107929	chr10	903516	924382	-	0.0387693487324484	FALSE	FALSE
a90a31ad-e151-494c-aff0-d35ead2dce9d	1528	chr10	907592	931688	-	ENSG00000107929	chr10	903516	924382	-	0.0586572099487229	FALSE	FALSE
ae03458f-173a-4bd9-b420-f4d160b9d4c1	371	chr10	907625	907888	-	ENSG00000107929	chr10	903516	924382	-	0.0126515550869794	FALSE	FALSE
b09bb4c7-de91-488a-b6c3-c32a626c8b09	864	chr10	918048	931686	-	ENSG00000107929	chr10	903516	924382	-	0.0276992380313414	FALSE	FALSE
8b66851b-0b36-48fc-8755-6e742a93e222	701	chr10	918069	930885	-	ENSG00000107929	chr10	903516	924382	-	0.0266928643312407	FALSE	FALSE
8b66851b-0b36-48fc-8755-6e742a93e222	701	chr10	918069	930885	-	ENSG00000107929	chr10	924434	931427	-	0.0148698884758364	FALSE	FALSE
49e78491-cffe-4cb6-a764-a5826661027f	700	chr10	918175	918771	-	ENSG00000107929	chr10	903516	924382	-	0.0286097666171467	FALSE	FALSE
b2f08373-3959-44f0-9cd2-90d1fbf1348e	1270	chr10	931307	933227	+	ENSG00000229869	chr10	933116	942186	+	0.0123470400176386	FALSE	FALSE
df7661a8-baf5-4662-af1c-db851afc089d	503	chr10	933902	934316	+	ENSG00000229869	chr10	933116	942186	+	0.0457501929225003	FALSE	FALSE
0651e5dc-d254-4741-a1f8-5a2d0c8a1d21	2215	chr10	975151	977545	-	ENSG00000205740	chr10	972994	988303	-	0.0765512736773351	FALSE	FALSE
c8bbb1dc-f487-4edc-9934-a70a05809e2b	1231	chr10	977116	978372	-	ENSG00000205740	chr10	972994	988303	-	0.0821032005225343	FALSE	FALSE
b4a6ffe3-911a-4c88-97e1-403b36a04241	3369	chr10	977226	980576	-	ENSG00000205740	chr10	972994	988303	-	0.218876551273677	FALSE	FALSE
9bef5b6a-a0ac-4d52-bd07-3705977a55f7	3185	chr10	977238	980117	-	ENSG00000205740	chr10	972994	988303	-	0.188112344872632	FALSE	FALSE
a91532c9-704e-490e-a51f-a7f052d98113	2513	chr10	985235	988308	-	ENSG00000205740	chr10	972994	988303	-	0.200457217504899	FALSE	FALSE
7eff3a7c-8c86-4da1-b17e-463a8afe4ccf	2124	chr10	985412	987503	-	ENSG00000205740	chr10	972994	988303	-	0.136642717178315	FALSE	FALSE
76bbadf1-68d9-4d7a-991a-ef1e6e276e54	2022	chr10	986198	988304	-	ENSG00000205740	chr10	972994	988303	-	0.137557152188112	FALSE	FALSE
596e2b61-afd4-4c29-be94-b66d0d35c77d	2480	chr10	988442	1017692	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
8b1ef23b-d481-4228-9902-d46feff32ddb	2475	chr10	988443	1017688	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
a14a9a1b-a170-475c-9db7-397cb5172962	2172	chr10	988443	1017422	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
deb0a1b0-9a9b-4d21-9ef4-c7ad04ec2309	2454	chr10	988444	1017764	+	ENSG00000107937	chr10	996033	996105	+	0.0684931506849315	FALSE	FALSE
782ac100-8ec1-446c-8381-4fa786b72192	2551	chr10	988446	1017828	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
279db574-9fa9-4691-9a3d-50a566cc27d6	2494	chr10	988446	1017693	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
486c8bd8-1481-41b5-877d-938e686a5410	2478	chr10	988447	1017751	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
594a1830-a2fe-476f-b937-3f970418edb6	1330	chr10	988447	1009634	+	ENSG00000107937	chr10	1009581	1010419	+	0.0643623361144219	FALSE	FALSE
b1a54d82-5268-4716-9864-0601ee57d426	2408	chr10	988448	1017593	+	ENSG00000107937	chr10	1000869	1000947	+	0.0759493670886076	FALSE	FALSE
44cf1086-679b-4c1e-b687-4928db734186	2299	chr10	988449	1009648	+	ENSG00000107937	chr10	1009581	1010419	+	0.0810488676996424	FALSE	FALSE
062fecf4-1a19-45d4-86f8-f3ebf4e8229c	2343	chr10	988453	1017653	+	ENSG00000107937	chr10	1009036	1009528	+	0.192697768762678	FALSE	FALSE
bd7c40a1-f564-41c6-8429-7427546a402a	2468	chr10	988455	1017758	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
032f5288-2102-475e-aa4c-ba64be514d26	2557	chr10	988455	1017846	+	ENSG00000107937	chr10	996033	996105	+	0.0684931506849315	FALSE	FALSE
e78db537-711a-4897-9d2a-c2142863f971	2495	chr10	988467	1017756	+	ENSG00000107937	chr10	1000869	1000947	+	0.0759493670886076	FALSE	FALSE
e7de0fca-f886-41d1-bda6-974ba07b9788	2370	chr10	988472	1017688	+	ENSG00000107937	chr10	1005908	1007017	+	0.0189189189189189	FALSE	FALSE
3b05e89b-64c5-46b5-8919-65945911ca81	2311	chr10	988473	1009672	+	ENSG00000107937	chr10	1009581	1010419	+	0.109654350417163	FALSE	FALSE
d76d6453-8ceb-443c-981e-f81fffc564f7	2461	chr10	988473	1017671	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
88acd0d4-d0d8-4451-b48c-eeab9a2198a9	2433	chr10	988473	1017698	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
15660a3f-b4ac-48a0-8673-a0fef9caf74e	2416	chr10	988475	1017645	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
5e953806-1540-4356-805e-096dd2782aa5	2458	chr10	988475	1017735	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
56469a76-46c2-4a53-984e-ff4b2b1de589	2462	chr10	988477	1017711	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
3118106d-1768-487b-83d7-4eaa183aac46	1416	chr10	988496	1009670	+	ENSG00000107937	chr10	1009581	1010419	+	0.107270560190703	FALSE	FALSE
9ac5bd21-c521-4667-9896-0bb4fb4183e8	2841	chr10	988541	1017820	+	ENSG00000107937	chr10	988528	988705	+	0.926966292134832	FALSE	FALSE
278a9757-e3b9-4707-9d25-94cade882f9c	2170	chr10	992505	1017678	+	ENSG00000107937	chr10	1012663	1014246	+	0.0151515151515152	FALSE	FALSE
e2c36247-7da3-4bce-8f18-998858b4d0cc	3115	chr10	992551	1017712	+	ENSG00000107937	chr10	1009581	1010419	+	0.452920143027414	FALSE	FALSE
767bac2a-ed70-404e-9efd-d90582eedc4a	2315	chr10	992587	1017698	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
da8ccae4-66d4-4d97-8516-ce7663151198	2177	chr10	992589	1017735	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
da8ccae4-66d4-4d97-8516-ce7663151198	2177	chr10	992589	1017735	+	ENSG00000107937	chr10	1010521	1012399	+	0.0276742948376796	FALSE	FALSE
d1f6afd5-d1d6-4cac-bfc3-f64b961e2696	1341	chr10	992607	1009757	+	ENSG00000107937	chr10	1009581	1010419	+	0.210965435041716	FALSE	FALSE
c4f9072f-935a-43cd-933d-d3fa1083d287	2178	chr10	992627	1017614	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
840300c8-bf85-4ef6-a22c-4ece02ce5533	2022	chr10	996015	1017729	+	ENSG00000107937	chr10	1014313	1015752	+	0.00416666666666667	FALSE	FALSE
591868d4-d03a-4c8e-8f88-47bd74d6822c	2682	chr10	996398	1017622	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
8b0b6c6a-7165-4d13-a593-dd8029b66ae1	2660	chr10	997194	1017690	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
13ada5a7-03e7-4564-9c58-7500e9dd55e5	1908	chr10	998997	1017711	+	ENSG00000107937	chr10	997309	999002	+	0.00354191263282172	FALSE	FALSE
dea08134-152e-459c-8a3c-4d7860d23e3f	1885	chr10	999057	1017692	+	ENSG00000107937	chr10	1005908	1007017	+	0.0189189189189189	FALSE	FALSE
2ef4ffa3-5bd5-4776-aa52-6a2f00657a64	2857	chr10	999542	1017713	+	ENSG00000107937	chr10	999096	1000676	+	0.717900063251107	FALSE	FALSE
5691b3bb-9bcd-4a9f-9cc5-8b12c08a0914	702	chr10	1000695	1009684	+	ENSG00000107937	chr10	1009581	1010419	+	0.123957091775924	FALSE	FALSE
4dc80bb8-7a8c-442f-80f2-b39260d5e0dc	600	chr10	1000804	1009674	+	ENSG00000107937	chr10	1009581	1010419	+	0.112038140643623	FALSE	FALSE
38c4ea80-31a6-4398-a8ef-4f1758a70649	568	chr10	1000836	1009684	+	ENSG00000107937	chr10	1009581	1010419	+	0.123957091775924	FALSE	FALSE
e78441f5-e38a-4519-86ba-7044548f18f6	1473	chr10	1005815	1017700	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
fd9104b2-e6c9-4125-9cca-a0433fd05f43	1469	chr10	1005888	1017705	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
d1d1dd94-ea56-4342-9f66-153214f7adf2	1422	chr10	1007069	1017691	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
890e773a-80a5-470a-9026-cd101b7e2c06	1349	chr10	1008956	1017700	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
29c2fd67-d417-4ef4-9f5d-62cc902fa1f8	1161	chr10	1009528	1017670	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
fd3413d3-30c4-4031-8f37-89b073c77bdc	1056	chr10	1010481	1017594	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
4cf38d8f-f322-44f8-91e4-35ece4d976c9	3253	chr10	1010494	1024652	+	ENSG00000232656	chr10	1022784	1035289	+	0.00391811930273469	FALSE	FALSE
b8cdb2fa-653b-41d1-9927-2c3dcf3f853c	1143	chr10	1010495	1017712	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
5875a798-c1a1-49cb-bd84-80b742253cf2	2566	chr10	1012258	1018975	+	ENSG00000107937	chr10	1010521	1012399	+	0.0755721128259713	FALSE	FALSE
31f535e7-a846-4d4b-9514-a9388f1434ae	1265	chr10	1012271	1017737	+	ENSG00000107937	chr10	1010521	1012399	+	0.0686535391165514	FALSE	FALSE
468c1378-1aab-4473-af71-07d756993394	1295	chr10	1012351	1017832	+	ENSG00000107937	chr10	1010521	1012399	+	0.0260777009047366	FALSE	FALSE
ed5592f3-6276-4f60-ac9b-95752c0c585d	996	chr10	1012591	1017698	+	ENSG00000107937	chr10	1012663	1014246	+	0.00505050505050505	FALSE	FALSE
c3b6a9f0-36fc-4221-a879-63f93dcec926	996	chr10	1012609	1015097	+	ENSG00000107937	chr10	1014313	1015752	+	0.545138888888889	FALSE	FALSE
4cd0fd99-9e21-4eb3-a95d-776be4d47472	2329	chr10	1012669	1017598	+	ENSG00000107937	chr10	1012663	1014246	+	0.996212121212121	FALSE	FALSE
d0300f79-0599-470b-a4ff-16d79efff38d	1927	chr10	1012866	1017610	+	ENSG00000107937	chr10	1012663	1014246	+	0.753787878787879	FALSE	FALSE
1f9234cc-e466-4a2f-8ca8-01077bc68f67	2165	chr10	1014416	1017688	+	ENSG00000107937	chr10	1014313	1015752	+	0.928472222222222	FALSE	FALSE
6c341a0a-6c82-40d8-bbb7-21940a75e47e	1956	chr10	1023956	1048881	-	ENSG00000148377	chr10	1022776	1024581	-	0.0044296788482835	FALSE	FALSE
01a5eac3-69d2-4ea3-987f-7be1ab911972	1782	chr10	1039908	1041650	-	ENSG00000067064	chr10	1041505	1042548	-	0.139846743295019	FALSE	FALSE
f06770ea-f1ae-4422-b399-f6ff09360acd	1797	chr10	1039923	1042769	-	ENSG00000067064	chr10	1042763	1043300	-	0.0130111524163569	FALSE	FALSE
